TeacherNumber,TeacherAssessmentNumber,SchoolName,ClassNumber,Grade,ObservationRound,Status,Date,TeacherAssessmentQuestionKey,Q1Rating,Q2Rating,Q3Rating,Q4Rating,Q5Rating,Q6Rating,Q7Rating,Q8Rating,Q9Rating,Q10Rating,Q11Rating,Question1,Question2,Question3,Question4,Question5,Question6,Question7,Question8,Question9,Question10,Question11
Teacher-02569,Teacher Observation-00680,10,Class-025379,4,Round 1,Treatment,30/10/18,Ghana Teacher Observation Question Key est 2018,2,2,2,2,2,2,3,2,2,2,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02569,Teacher Assessment-01079,10,Class-025379,4,Round 2,Treatment,20/2/19,Ghana Teacher Observation Question Key est 2018,2,2,3,3,3,2,3,2,2,3,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02571,Teacher Assessment-01080,10,Class-025377,2,Round 2,Treatment,20/2/19,Ghana Teacher Observation Question Key est 2018,2,2,3,2,3,2,3,2,2,3,2,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02571,Teacher Observation-00644,10,Class-025377,2,Round 1,Treatment,29/10/18,Ghana Teacher Observation Question Key est 2018,2,3,2,2,2,2,2,2,2,2,2,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02413,Teacher Assessment-00741,11,Class-022129,1,Round 1,Treatment,12/11/18,Ghana Teacher Observation Question Key est 2018,2,2,2,3,2,2,2,2,3,2,1,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02414,Teacher Assessment-00945,11,Class-022132,2,Round 1,Treatment,11/2/19,Ghana Teacher Observation Question Key est 2018,3,3,2,3,3,3,3,3,3,3,2,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02416,Teacher Assessment-00742,11,Class-022134,4,Round 1,Treatment,12/11/18,Ghana Teacher Observation Question Key est 2018,3,3,2,3,3,4,3,3,3,2,1,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02416,Teacher Assessment-00954,11,Class-022134,4,Round 1,Treatment,11/2/19,Ghana Teacher Observation Question Key est 2018,3,3,3,3,3,3,3,3,3,3,2,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02417,Teacher Assessment-00952,11,Class-022135,5,Round 1,Treatment,11/2/19,Ghana Teacher Observation Question Key est 2018,3,3,2,3,3,3,3,3,3,3,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02417,Teacher Assessment-00743,11,Class-022135,5,Round 1,Treatment,12/11/18,Ghana Teacher Observation Question Key est 2018,3,2,2,3,3,4,3,3,4,3,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02418,Teacher Assessment-00951,11,Class-022138,6,Round 1,Treatment,11/2/19,Ghana Teacher Observation Question Key est 2018,3,3,3,3,4,4,3,3,4,3,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-01902,Teacher Observation-00704,12,Class-022991,4,Round 1,Treatment,6/11/18,Ghana Teacher Observation Question Key est 2018,3,3,2,3,3,3,3,2,3,3,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-01918,Teacher Observation-00700,12,Class-022988,1,Round 1,Treatment,5/11/18,Ghana Teacher Observation Question Key est 2018,3,3,3,3,3,3,3,3,3,3,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-01920,Teacher Observation-00547,12,Class-022986,1,,Treatment,19/2/18,General Teacher Observation Question Key,2,3,3,3,3,2,3,3,3,2,,Are interactions of the teacher with the students respectful?,Are teaching materials in the classroom or technology used during the lesson? (During E-Reader Observations: How are E-Readers integrated in the lesson?),Are students and the teacher excited or positive about learning?,Is lesson time used efficiently?,Is the teacher able to discipline the children effectively?,Does the teacher explain instructions clearly to the students?,Does the teacher use discussing and questions to engage students and help them understand better?,"Does the teacher use activities, assignments and grouping to students to engage students and help them understand better?",Does the teacher use an assessment during the lesson to check that all students in the classroom understand?,"Does the teacher adjust the lesson to accommodate for student questions, needs and interests?",To what level does the teacher modify instruction within the lesson?
Teacher-01936,Teacher Observation-00703,12,Class-022992,5,Round 1,Treatment,6/11/18,Ghana Teacher Observation Question Key est 2018,3,3,3,3,3,3,3,4,3,3,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-01939,Teacher Observation-00701,12,Class-022989,2,Round 1,Treatment,5/11/18,Ghana Teacher Observation Question Key est 2018,3,3,3,3,3,3,3,3,3,3,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02615,Teacher Observation-00702,12,Class-022990,3,Round 1,Treatment,5/11/18,Ghana Teacher Observation Question Key est 2018,2,2,2,3,3,2,3,2,3,3,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02616,Teacher Observation-00705,12,Class-022993,6,Round 1,Treatment,6/11/18,Ghana Teacher Observation Question Key est 2018,2,2,2,2,2,2,2,3,2,2,2,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02635,Teacher Assessment-01042,13,Class-022022,1,Round 2,Treatment,28/2/19,Ghana Teacher Observation Question Key est 2018,3,3,3,3,3,3,3,3,3,3,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02635,Teacher Assessment-00752,13,Class-022022,1,Round 1,Treatment,5/11/18,Ghana Teacher Observation Question Key est 2018,3,4,2,3,3,4,3,2,3,2,2,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02636,Teacher Assessment-01045,13,Class-022023,2,Round 1,Treatment,28/2/19,Ghana Teacher Observation Question Key est 2018,3,3,3,4,3,3,3,3,3,3,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02636,Teacher Assessment-00751,13,Class-022023,2,Round 1,Treatment,5/11/18,Ghana Teacher Observation Question Key est 2018,3,3,2,3,4,3,3,3,3,1,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02637,Teacher Assessment-01043,13,Class-022024,3,Round 1,Treatment,28/2/19,Ghana Teacher Observation Question Key est 2018,3,3,3,3,3,3,3,3,3,3,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02637,Teacher Assessment-00749,13,Class-022024,3,Round 1,Treatment,5/11/18,Ghana Teacher Observation Question Key est 2018,3,3,4,3,3,4,3,4,2,2,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02638,Teacher Assessment-01044,13,Class-022025,4,Round 1,Treatment,28/2/19,Ghana Teacher Observation Question Key est 2018,3,3,3,3,3,3,3,3,3,3,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02638,Teacher Assessment-00750,13,Class-022025,4,Round 1,Treatment,5/11/18,Ghana Teacher Observation Question Key est 2018,3,3,4,2,3,4,2,2,3,3,4,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02639,Teacher Assessment-01046,13,Class-022026,5,Round 1,Treatment,28/2/19,Ghana Teacher Observation Question Key est 2018,3,3,3,3,3,3,3,3,3,3,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02639,Teacher Assessment-00753,13,Class-022026,5,Round 1,Treatment,5/11/18,Ghana Teacher Observation Question Key est 2018,2,2,3,3,2,2,3,2,3,2,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02640,Teacher Assessment-01047,13,Class-022027,6,Round 1,Treatment,28/2/19,Ghana Teacher Observation Question Key est 2018,3,3,3,3,3,3,3,3,3,3,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02640,Teacher Assessment-00754,13,Class-022027,6,Round 1,Treatment,5/11/18,Ghana Teacher Observation Question Key est 2018,2,2,3,3,3,3,2,3,2,3,2,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02409,Teacher Assessment-00748,14,Class-022074,1,Round 1,Treatment,30/10/18,Ghana Teacher Observation Question Key est 2018,3,3,2,3,3,4,3,3,4,2,2,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-00724,Teacher Observation-00675,15,Class-022341,2,Round 1,Control,8/11/18,Ghana Teacher Observation Question Key est 2018,2,3,2,3,3,2,3,3,3,3,2,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-00724,Teacher Assessment-00898,15,Class-022341,2,Round 2,Control,11/2/19,Ghana Teacher Observation Question Key est 2018,3,3,3,4,3,3,4,3,4,3,2,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
